証券コード,企業名,17業種区分,EDINETコード
3895,ハビックス,素材・化学,E00690
3896,阿波製紙,素材・化学,E26914
3901,マークラインズ,情報通信・サービスその他,E31023
3902,メディカル・データ・ビジョン,情報通信・サービスその他,E31056
3903,ｇｕｍｉ,情報通信・サービスその他,E31060
3904,カヤック,情報通信・サービスその他,E31093
3905,データセクション,情報通信・サービスその他,E31131
3908,コラボス,情報通信・サービスその他,E31336
3909,ショーケース,情報通信・サービスその他,E27894
3911,Ａｉｍｉｎｇ,情報通信・サービスその他,E31348
3912,モバイルファクトリー,情報通信・サービスその他,E31331
3913,ＧｒｅｅｎＢｅｅ,情報通信・サービスその他,E31354
3914,ＪＩＧ－ＳＡＷ,情報通信・サービスその他,E31436
3915,テラスカイ,情報通信・サービスその他,E31453
3917,アイリッジ,情報通信・サービスその他,E31626
3921,ネオジャパン,情報通信・サービスその他,E31902
3922,ＰＲ　ＴＩＭＥＳ,情報通信・サービスその他,E31965
3923,ラクス,情報通信・サービスその他,E31878
3924,ランドコンピュータ,情報通信・サービスその他,E31948
3925,ダブルスタンダード,情報通信・サービスその他,E31957
3926,オープンドア,情報通信・サービスその他,E31936
3927,フーバーブレイン,情報通信・サービスその他,E31977
3928,マイネット,情報通信・サービスその他,E31991
3929,ソーシャルワイヤー,情報通信・サービスその他,E31955
3931,バリューゴルフ,情報通信・サービスその他,E32108
3932,アカツキ,情報通信・サービスその他,E32200
3933,チエル,情報通信・サービスその他,E32161
3934,ベネフィットジャパン,情報通信・サービスその他,E32159
3935,エディア,情報通信・サービスその他,E32238
3936,グローバルウェイ,情報通信・サービスその他,E32225
3937,Ｕｂｉｃｏｍホールディングス,情報通信・サービスその他,E32408
3941,レンゴー,素材・化学,E00659
3943,大石産業,素材・化学,E00677
3944,古林紙工,素材・化学,E00664
3945,スーパーバッグ,素材・化学,E00675
3946,トーモク,素材・化学,E00669
3947,ダイナパック,素材・化学,E00668
3948,光ビジネスフォーム,素材・化学,E00708
3951,朝日印刷,素材・化学,E00714
3953,大村紙業,素材・化学,E00682
3954,昭和パックス,素材・化学,E00686
3955,イムラ,素材・化学,E00688
3961,シルバーエッグ・テクノロジー,情報通信・サービスその他,E32624
3962,チェンジホールディングス,情報通信・サービスその他,E32620
3963,シンクロ・フード,情報通信・サービスその他,E32647
3964,オークネット,情報通信・サービスその他,E21122
3967,エルテス,情報通信・サービスその他,E32750
3968,セグエグループ,情報通信・サービスその他,E32815
3969,エイトレッド,情報通信・サービスその他,E32825
3979,うるる,情報通信・サービスその他,E32794
3981,ビーグリー,情報通信・サービスその他,E32992
3983,オロ,情報通信・サービスその他,E33039
3996,サインポスト,情報通信・サービスその他,E33519
3997,トレードワークス,情報通信・サービスその他,E33553
3998,すららネット,情報通信・サービスその他,E33626
4004,レゾナック・ホールディングス,素材・化学,E00751
4005,住友化学,素材・化学,E00752
4008,住友精化,素材・化学,E00755
4011,ヘッドウォータース,情報通信・サービスその他,E35941
4012,アクシス,情報通信・サービスその他,E35959
4013,勤次郎,情報通信・サービスその他,E35967
4017,クリーマ,情報通信・サービスその他,E36100
4019,スタメン,情報通信・サービスその他,E36155
4021,日産化学,素材・化学,E00759
4022,ラサ工業,素材・化学,E00760
4023,クレハ,素材・化学,E00761
4025,多木化学,素材・化学,E00762
4026,神島化学工業,建設・資材,E00763
4027,テイカ,素材・化学,E00764
4028,石原産業,素材・化学,E00765
4031,片倉コープアグリ,素材・化学,E00789
4041,日本曹達,素材・化学,E00766
4042,東ソー,素材・化学,E00767
4043,トクヤマ,素材・化学,E00768
4044,セントラル硝子,素材・化学,E00769
4045,東亞合成,素材・化学,E00770
4046,大阪ソーダ,素材・化学,E00771
4047,関東電化工業,素材・化学,E00772
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報通信・サービスその他,E35827
4056,ニューラルグループ,情報通信・サービスその他,E35841
4058,トヨクモ,情報通信・サービスその他,E35911
4061,デンカ,素材・化学,E00774
4062,イビデン,電機・精密,E00775
4063,信越化学工業,素材・化学,E00776
4064,日本カーバイド工業,素材・化学,E00777
4069,ＢｌｕｅＭｅｍｅ,情報通信・サービスその他,E36653
4072,電算システムホールディングス,情報通信・サービスその他,E36460
4074,ラキール,情報通信・サービスその他,E36708
4078,堺化学工業,素材・化学,E00780
4082,第一稀元素化学工業,素材・化学,E00806
4088,エア・ウォーター,素材・化学,E00792
4091,日本酸素ホールディングス,素材・化学,E00783
4092,日本化学工業,素材・化学,E00784
4093,東邦アセチレン,素材・化学,E00787
4094,日本化学産業,素材・化学,E00786
4095,日本パーカライジング,素材・化学,E00898
4097,高圧ガス工業,素材・化学,E00781
4098,チタン工業,素材・化学,E00796
4099,四国化成ホールディングス,素材・化学,E00841
4102,丸尾カルシウム,素材・化学,E00791
4107,伊勢化学工業,素材・化学,E01028
4109,ステラ　ケミファ,素材・化学,E00805
4112,保土谷化学工業,素材・化学,E00809
4113,田岡化学工業,素材・化学,E00810
4114,日本触媒,素材・化学,E00811
4116,大日精化工業,素材・化学,E00902
4118,カネカ,素材・化学,E00879
4119,日本ピグメントホールディングス,素材・化学,E00899
4125,三和油化工業,素材・化学,E37157
4151,協和キリン,医薬品,E00816
4166,かっこ,情報通信・サービスその他,E36174
4167,ココペリ,情報通信・サービスその他,E36086
4168,ヤプリ,情報通信・サービスその他,E36107
4169,ＥＮＥＣＨＡＮＧＥ,情報通信・サービスその他,E36130
4171,グローバルインフォメーション,情報通信・サービスその他,E36172
4174,アピリッツ,情報通信・サービスその他,E36213
4175,ｃｏｌｙ,情報通信・サービスその他,E36322
4177,ｉ‐ｐｌｕｇ,情報通信・サービスその他,E36343
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,情報通信・サービスその他,E36366
4179,ジーネクスト,情報通信・サービスその他,E36398
4182,三菱瓦斯化学,素材・化学,E00815
4183,三井化学,素材・化学,E00840
4186,東京応化工業,素材・化学,E00854
4188,三菱ケミカルグループ,素材・化学,E00808
4189,ＫＨネオケム,素材・化学,E32642
4192,スパイダープラス,情報通信・サービスその他,E36410
4193,ファブリカホールディングス,情報通信・サービスその他,E36261
4202,ダイセル,素材・化学,E00818
4203,住友ベークライト,素材・化学,E00819
4204,積水化学工業,素材・化学,E00820
4205,日本ゼオン,素材・化学,E00821
4206,アイカ工業,素材・化学,E00824
4208,ＵＢＥ,素材・化学,E01002
4212,積水樹脂,素材・化学,E01008
4216,旭有機材,素材・化学,E00830
4218,ニチバン,素材・化学,E01000
4221,大倉工業,素材・化学,E00834
4222,児玉化学工業,素材・化学,E00839
4224,ロンシール工業,素材・化学,E01103
4228,積水化成品工業,素材・化学,E00845
4229,群栄化学工業,素材・化学,E00448
4231,タイガースポリマー,素材・化学,E01024
4234,サンエー化研,素材・化学,E01052
4235,ウルトラファブリックス・ホールディングス,素材・化学,E01061
4237,フジプレアム,素材・化学,E02348
4238,ミライアル,素材・化学,E02477
4241,アテクト,素材・化学,E01066
4242,タカギセイコー,素材・化学,E00871
4245,ダイキアクシス,素材・化学,E30133
4246,ダイキョーニシカワ,素材・化学,E30438
4247,ポバール興業,素材・化学,E30692
4248,竹本容器,素材・化学,E31037
4249,森六,素材・化学,E33603
4251,恵和,素材・化学,E35220
4255,ＴＨＥＣＯＯ,情報通信・サービスその他,E37105
4256,サインド,情報通信・サービスその他,E37169
4258,網屋,情報通信・サービスその他,E37160
4259,エクサウィザーズ,情報通信・サービスその他,E37158
4261,アジアクエスト,情報通信・サービスその他,E37131
4262,ニフティライフスタイル,情報通信・サービスその他,E37206
4264,セキュア,情報通信・サービスその他,E36859
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,情報通信・サービスその他,E37222
4272,日本化薬,素材・化学,E00836
4274,細谷火工,素材・化学,E00850
4275,カーリット,素材・化学,E27624
4284,ソルクシーズ,情報通信・サービスその他,E05198
4286,ＣＬホールディングス,情報通信・サービスその他,E05199
4287,ジャストプランニング,情報通信・サービスその他,E05204
4288,アズジェント,情報通信・サービスその他,E05201
4293,セプテーニ・ホールディングス,情報通信・サービスその他,E05206
4299,ハイマックス,情報通信・サービスその他,E05215
4301,アミューズ,情報通信・サービスその他,E05219
4307,野村総合研究所,情報通信・サービスその他,E05062
4308,Ｊストリーム,情報通信・サービスその他,E05211
4316,ビーマップ,情報通信・サービスその他,E05228
4317,レイ,情報通信・サービスその他,E05230
4318,クイック,情報通信・サービスその他,E05232
4319,ＴＡＣ,情報通信・サービスその他,E05231
4323,日本システム技術,情報通信・サービスその他,E05236
4324,電通グループ,情報通信・サービスその他,E04760
4331,テイクアンドギヴ・ニーズ,情報通信・サービスその他,E05248
4333,東邦システムサイエンス,情報通信・サービスその他,E05252
4334,ユークス,情報通信・サービスその他,E05254
4337,ぴあ,情報通信・サービスその他,E03379
4341,西菱電機,情報通信・サービスその他,E05262
4343,イオンファンタジー,情報通信・サービスその他,E05264
4344,ソースネクスト,情報通信・サービスその他,E05647
4345,シーティーエス,情報通信・サービスその他,E05267
4347,ブロードメディア,情報通信・サービスその他,E05269
4351,山田再生系債権回収総合事務所,金融（除く銀行）,E05275
4356,応用技術,情報通信・サービスその他,E05282
4362,日本精化,素材・化学,E00852
4365,松本油脂製薬,素材・化学,E00888
4366,ダイトーケミックス,素材・化学,E01014
4367,広栄化学,素材・化学,E00837
4368,扶桑化学工業,素材・化学,E01056
4369,トリケミカル研究所,素材・化学,E02490
4371,コアコンセプト・テクノロジー,情報通信・サービスその他,E36897
4372,ユミルリンク,情報通信・サービスその他,E36905
4373,シンプレクス・ホールディングス,情報通信・サービスその他,E36928
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,情報通信・サービスその他,E36901
4375,セーフィー,情報通信・サービスその他,E36946
4377,ワンキャリア,情報通信・サービスその他,E36944
4379,Ｐｈｏｔｏｓｙｎｔｈ,情報通信・サービスその他,E37060
4381,ビープラッツ,情報通信・サービスその他,E33825
4382,ＨＥＲＯＺ,情報通信・サービスその他,E33880
4386,ＳＩＧグループ,情報通信・サービスその他,E34031
4387,ＺＵＵ,情報通信・サービスその他,E34094
4388,エーアイ,情報通信・サービスその他,E34052
4389,プロパティデータバンク,情報通信・サービスその他,E34090
4392,ＦＩＧ,情報通信・サービスその他,E33702
4395,アクリート,情報通信・サービスその他,E34091
4401,ＡＤＥＫＡ,素材・化学,E00878
4403,日油,素材・化学,E00880
4404,ミヨシ油脂,食品,E00881
4406,新日本理化,素材・化学,E00882
4409,東邦化学工業,素材・化学,E00886
4413,ボードルア,情報通信・サービスその他,E37133
4414,フレクト,情報通信・サービスその他,E37130
4415,ブロードエンタープライズ,情報通信・サービスその他,E37115
4416,Ｔｒｕｅ　Ｄａｔａ,情報通信・サービスその他,E37146
4417,グローバルセキュリティエキスパート,情報通信・サービスその他,E37147
4419,Ｆｉｎａｔｅｘｔホールディングス,情報通信・サービスその他,E37145
4425,Ｋｕｄａｎ,情報通信・サービスその他,E34507
4428,シノプス,情報通信・サービスその他,E34509
4429,リックソフト,情報通信・サービスその他,E34633
4431,スマレジ,情報通信・サービスその他,E34643
4432,ウイングアーク１ｓｔ,情報通信・サービスその他,E33957
4434,サーバーワークス,情報通信・サービスその他,E31580
4436,ミンカブ・ジ・インフォノイド,情報通信・サービスその他,E34754
4437,ｇｏｏｄｄａｙｓホールディングス,情報通信・サービスその他,E34587
4438,Ｗｅｌｂｙ,情報通信・サービスその他,E34721
4442,バルテス・ホールディングス,情報通信・サービスその他,E34880
4444,インフォネット,情報通信・サービスその他,E34974
4448,ｋｕｂｅｌｌ,情報通信・サービスその他,E35124
4449,ギフティ,情報通信・サービスその他,E35096
4452,花王,素材・化学,E00883
4461,第一工業製薬,素材・化学,E00885
4462,石原ケミカル,素材・化学,E00804
4463,日華化学,素材・化学,E00887
4464,ソフト９９コーポレーション,素材・化学,E01057
4471,三洋化成工業,素材・化学,E00884
4476,ＡＩ　ＣＲＯＳＳ,情報通信・サービスその他,E35117
4477,ＢＡＳＥ,情報通信・サービスその他,E35163
4481,ベース,情報通信・サービスその他,E35164
4482,ウィルズ,情報通信・サービスその他,E35284
4483,ＪＭＤＣ,情報通信・サービスその他,E35308
4484,ランサーズ,情報通信・サービスその他,E35287
4486,ユナイトアンドグロウ,情報通信・サービスその他,E35307
4487,スペースマーケット,情報通信・サービスその他,E35330
4488,ＡＩ　ｉｎｓｉｄｅ,情報通信・サービスその他,E35345
4491,コンピューターマネージメント,情報通信・サービスその他,E35466
4492,ゼネテック,情報通信・サービスその他,E35504
4493,サイバーセキュリティクラウド,情報通信・サービスその他,E35354
4494,バリオセキュア,情報通信・サービスその他,E35544
4496,コマースＯｎｅホールディングス,情報通信・サービスその他,E35589
4498,サイバートラスト,情報通信・サービスその他,E35516
4502,武田薬品工業,医薬品,E00919
4503,アステラス製薬,医薬品,E00920
4506,住友ファーマ,医薬品,E00922
4507,塩野義製薬,医薬品,E00923
4512,わかもと製薬,医薬品,E00928
4516,日本新薬,医薬品,E00931
4519,中外製薬,医薬品,E00932
4521,科研製薬,医薬品,E00935
4523,エーザイ,医薬品,E00939
4524,森下仁丹,医薬品,E00941
4526,理研ビタミン,食品,E00952
4527,ロート製薬,医薬品,E00942
4528,小野薬品工業,医薬品,E00945
4531,有機合成薬品工業,素材・化学,E00848
4534,持田製薬,医薬品,E00947
4536,参天製薬,医薬品,E00949
4538,扶桑薬品工業,医薬品,E00953
4539,日本ケミファ,医薬品,E00957
4543,テルモ,電機・精密,E01630
4544,Ｈ．Ｕ．グループホールディングス,情報通信・サービスその他,E00967
4547,キッセイ薬品工業,医薬品,E00962
4548,生化学工業,医薬品,E00970
4549,栄研化学,医薬品,E00961
4552,ＪＣＲファーマ,医薬品,E00973
4553,東和薬品,医薬品,E00974
4556,カイノス,医薬品,E00977
4558,中京医薬品,医薬品,E03289
4559,ゼリア新薬工業,医薬品,E00948
4563,アンジェス,医薬品,E05301
4564,オンコセラピー・サイエンス,医薬品,E05363
4565,ネクセラファーマ,医薬品,E00981
4568,第一三共,医薬品,E00984
4569,杏林製薬,医薬品,E00985
4571,ＮＡＮＯ　ＭＲＮＡ,医薬品,E05728
4572,カルナバイオサイエンス,医薬品,E00987
4574,大幸薬品,医薬品,E22560
4576,デ・ウエスタン・セラピテクス研究所,医薬品,E22024
4578,大塚ホールディングス,医薬品,E21183
4579,ラクオリア創薬,医薬品,E25269
4582,シンバイオ製薬,医薬品,E24682
4583,カイオム・バイオサイエンス,医薬品,E26096
4584,キッズウェル・バイオ,医薬品,E27032
4586,メドレックス,医薬品,E27208
4587,ペプチドリーム,医薬品,E27486
4588,オンコリスバイオファーマ,医薬品,E30058
4591,リボミック,医薬品,E30865
4592,サンバイオ,医薬品,E31382
4593,ヘリオス,医薬品,E31335
4594,ブライトパス・バイオ,医薬品,E31851
4595,ミズホメディー,医薬品,E31946
4596,窪田製薬ホールディングス,医薬品,E32854
4597,ソレイジア・ファーマ,医薬品,E33044
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,医薬品,E34318
4611,大日本塗料,素材・化学,E00891
4612,日本ペイントホールディングス,素材・化学,E00892
4613,関西ペイント,素材・化学,E00893
4615,神東塗料,素材・化学,E00895
4617,中国塗料,素材・化学,E00897
4619,日本特殊塗料,素材・化学,E00900
4623,アサヒペン,素材・化学,E00909
4624,イサム塗料,素材・化学,E00910
4625,アトミクス,素材・化学,E00911
4626,太陽ホールディングス,素材・化学,E00913
4628,エスケー化研,素材・化学,E00916
4629,大伸化学,素材・化学,E00917
4631,ＤＩＣ,素材・化学,E00901
4633,サカタインクス,素材・化学,E00905
4634,ａｒｔｉｅｎｃｅ,素材・化学,E00903
4635,東京インキ,素材・化学,E00904
4641,アルプス技研,情報通信・サービスその他,E04954
4642,オリジナル設計,情報通信・サービスその他,E04955
4644,イマジニア,情報通信・サービスその他,E04959
4645,市進ホールディングス,情報通信・サービスその他,E04958
4651,サニックスホールディングス,情報通信・サービスその他,E04964
4658,日本空調サービス,情報通信・サービスその他,E04973
4659,エイジス,情報通信・サービスその他,E04975
4661,オリエンタルランド,情報通信・サービスその他,E04707
4662,フォーカスシステムズ,情報通信・サービスその他,E04976
4664,アール・エス・シー,情報通信・サービスその他,E04978
4665,ダスキン,情報通信・サービスその他,E04926
4667,アイサンテクノロジー,情報通信・サービスその他,E04980
4671,ファルコホールディングス,情報通信・サービスその他,E04982
4674,クレスコ,情報通信・サービスその他,E04988
4676,フジ・メディア・ホールディングス,情報通信・サービスその他,E04462
4678,秀英予備校,情報通信・サービスその他,E04991
4679,田谷,情報通信・サービスその他,E04990
4681,リゾートトラスト,情報通信・サービスその他,E03969
4684,オービック,情報通信・サービスその他,E05025
4685,菱友システムズ,情報通信・サービスその他,E04995
4686,ジャストシステム,情報通信・サービスその他,E04996
4687,ＴＤＣソフト,情報通信・サービスその他,E04997
4689,ＬＩＮＥヤフー,情報通信・サービスその他,E05000
4691,ワシントンホテル,情報通信・サービスその他,E35136
4694,ビー・エム・エル,情報通信・サービスその他,E05056
4704,トレンドマイクロ,情報通信・サービスその他,E04999
4705,クリップコーポレーション,情報通信・サービスその他,E05011
4709,ＩＤホールディングス,情報通信・サービスその他,E05017
4712,ＫｅｙＨｏｌｄｅｒ,情報通信・サービスその他,E05020
4714,リソー教育グループ,情報通信・サービスその他,E05024
4718,早稲田アカデミー,情報通信・サービスその他,E05028
4719,アルファシステムズ,情報通信・サービスその他,E05029
4722,フューチャー,情報通信・サービスその他,E05033
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報通信・サービスその他,E05036
4732,ユー・エス・エス,情報通信・サービスその他,E05045
4733,オービックビジネスコンサルタント,情報通信・サービスその他,E05048
4736,日本ラッド,情報通信・サービスその他,E05054
4743,アイティフォー,情報通信・サービスその他,E02909
4745,東京個別指導学院,情報通信・サービスその他,E05067
4746,東計電算,情報通信・サービスその他,E05066
4752,昭和システムエンジニアリング,情報通信・サービスその他,E05075
4755,楽天グループ,情報通信・サービスその他,E05080
4761,さくらケーシーエス,情報通信・サービスその他,E05090
4762,エックスネット,情報通信・サービスその他,E05091
4763,クリーク・アンド・リバー社,情報通信・サービスその他,E05096
4765,ＳＢＩグローバルアセットマネジメント,情報通信・サービスその他,E05097
4766,ピーエイ,情報通信・サービスその他,E05098
4768,大塚商会,情報通信・サービスその他,E05099
4771,エフアンドエム,情報通信・サービスその他,E05107
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,情報通信・サービスその他,E05088
4776,サイボウズ,情報通信・サービスその他,E05116
4777,ガーラ,情報通信・サービスその他,E05114
4783,ＮＣＤ,情報通信・サービスその他,E05120
4784,ＧＭＯインターネット,情報通信・サービスその他,E05123
4792,山田コンサルティンググループ,情報通信・サービスその他,E05135
4801,セントラルスポーツ,情報通信・サービスその他,E05145
4811,ドリーム・アーツ,情報通信・サービスその他,E39009
4812,電通総研,情報通信・サービスその他,E05147
4813,ＡＣＣＥＳＳ,情報通信・サービスその他,E05168
4814,ネクストウェア,情報通信・サービスその他,E05151
4816,東映アニメーション,情報通信・サービスその他,E02458
4819,デジタルガレージ,情報通信・サービスその他,E05156
4828,ビジネスエンジニアリング,情報通信・サービスその他,E05167
4832,ＪＦＥシステムズ,情報通信・サービスその他,E05173
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,情報通信・サービスその他,E05175
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,情報通信・サービスその他,E04478
4839,ＷＯＷＯＷ,情報通信・サービスその他,E04427
4848,フルキャストホールディングス,情報通信・サービスその他,E05182
4849,エン,情報通信・サービスその他,E05192
4881,ファンペップ,医薬品,E32989
4882,ペルセウスプロテオミクス,医薬品,E35510
4883,モダリス,医薬品,E35518
4886,あすか製薬ホールディングス,医薬品,E35791
4887,サワイグループホールディングス,医薬品,E36190
4888,ステラファーマ,医薬品,E35496
4889,レナサイエンス,医薬品,E36825
4891,ティムス,医薬品,E37069
4892,サイフューズ,医薬品,E38156
4893,ノイルイミューン・バイオテック,医薬品,E38453
4894,クオリプス,医薬品,E38688
4896,ケイファーマ,医薬品,E38985
4901,富士フイルムホールディングス,素材・化学,E00988
4902,コニカミノルタ,電機・精密,E00989
4911,資生堂,素材・化学,E00990
4912,ライオン,素材・化学,E00991
4914,高砂香料工業,素材・化学,E00993
4917,マンダム,素材・化学,E01027
4918,アイビー化粧品,素材・化学,E01035
4919,ミルボン,素材・化学,E01039
4922,コーセー,素材・化学,E01049
4923,コタ,素材・化学,E01059
4925,ハーバー研究所,素材・化学,E01063
4926,シーボン,素材・化学,E23479
4927,ポーラ・オルビスホールディングス,素材・化学,E24951
4929,アジュバンホールディングス,素材・化学,E27016
4932,アルマード,素材・化学,E35568
4933,Ｉ－ｎｅ,素材・化学,E35928
4935,リベルタ,素材・化学,E36133
4951,エステー,素材・化学,E01019
4956,コニシ,素材・化学,E02686
4957,ヤスハラケミカル,素材・化学,E01033
4966,上村工業,素材・化学,E01045
4967,小林製薬,素材・化学,E01047
4968,荒川化学工業,素材・化学,E01048
4971,メック,素材・化学,E01054
4972,綜研化学,素材・化学,E01055
4973,日本高純度化学,素材・化学,E01060
4974,タカラバイオ,素材・化学,E02474
4975,ＪＣＵ,素材・化学,E01065
4977,新田ゼラチン,素材・化学,E26061
4978,リプロセル,素材・化学,E27585
4979,ＯＡＴアグリオ,素材・化学,E30697
4985,アース製薬,素材・化学,E01015
4994,大成ラミックグループ,素材・化学,E01058
4997,日本農薬,素材・化学,E00937
4998,フマキラー,素材・化学,E01007
5011,ニチレキグループ,エネルギー資源,E01077
5013,ユシロ,エネルギー資源,E01080
5015,ビーピー・カストロール,エネルギー資源,E02800
5017,富士石油,エネルギー資源,E01082
5018,ＭＯＲＥＳＣＯ,エネルギー資源,E01083
5019,出光興産,エネルギー資源,E01084
5021,コスモエネルギーホールディングス,エネルギー資源,E31632
5025,マーキュリー,情報通信・サービスその他,E37397
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,情報通信・サービスその他,E37466
5028,セカンドサイトアナリティカ,情報通信・サービスその他,E37506
5029,サークレイス,情報通信・サービスその他,E37603
5031,モイ,情報通信・サービスその他,E37333
5032,ＡＮＹＣＯＬＯＲ,情報通信・サービスその他,E37573
5033,ヌーラボ,情報通信・サービスその他,E37435
5035,ＨＯＵＳＥＩ,情報通信・サービスその他,E37790
5038,ｅＷｅＬＬ,情報通信・サービスその他,E37902
5071,ヴィス,情報通信・サービスその他,E34454
5076,インフロニア・ホールディングス,建設・資材,E36723
5078,セレコーポレーション,建設・資材,E37456
5079,ノバック,建設・資材,E37468
5101,横浜ゴム,自動車・輸送機,E01085
5103,昭和ホールディングス,自動車・輸送機,E01088
5105,ＴＯＹＯ　ＴＩＲＥ,自動車・輸送機,E01090
5108,ブリヂストン,自動車・輸送機,E01086
5121,藤倉コンポジット,自動車・輸送機,E01094
5122,オカモト,自動車・輸送機,E01100
5126,ポーターズ,情報通信・サービスその他,E37926
5133,テリロジーホールディングス,情報通信・サービスその他,E37914
5138,Ｒｅｂａｓｅ,情報通信・サービスその他,E38171
5139,オープンワーク,情報通信・サービスその他,E38180
5142,アキレス,素材・化学,E01096
5161,西川ゴム工業,自動車・輸送機,E01112
5162,朝日ラバー,自動車・輸送機,E01115
5184,ニチリン,自動車・輸送機,E01114
5185,フコク,自動車・輸送機,E01113
5186,ニッタ,自動車・輸送機,E01111
5187,クリエートメディック,電機・精密,E02416
5189,櫻護謨,自動車・輸送機,E01107
5191,住友理工,自動車・輸送機,E01097
5192,三ツ星ベルト,自動車・輸送機,E01098
5194,相模ゴム工業,自動車・輸送機,E01095
5195,バンドー化学,自動車・輸送機,E01092
5199,不二ラテックス,自動車・輸送機,E01109
5201,ＡＧＣ,建設・資材,E01122
5202,日本板硝子,建設・資材,E01121
5204,石塚硝子,建設・資材,E01123
5208,有沢製作所,素材・化学,E01152
5214,日本電気硝子,建設・資材,E01190
5216,倉元製作所,建設・資材,E01205
5232,住友大阪セメント,建設・資材,E01127
5233,太平洋セメント,建設・資材,E01130
5237,ノザワ,建設・資材,E01166
5242,アイズ,情報通信・サービスその他,E38163
5244,ｊｉｇ．ｊｐ,情報通信・サービスその他,E38201
5247,ＢＴＭ,情報通信・サービスその他,E38191
5248,テクノロジーズ,情報通信・サービスその他,E38256
5252,日本ナレッジ,情報通信・サービスその他,E38474
5253,カバー,情報通信・サービスその他,E38478
5255,モンスターラボ,情報通信・サービスその他,E38477
5257,ノバシステム,情報通信・サービスその他,E38335
5258,トランザクション・メディア・ネットワークス,情報通信・サービスその他,E38491
5261,リソルホールディングス,情報通信・サービスその他,E01156
5262,日本ヒューム,建設・資材,E01157
5268,旭コンクリート工業,建設・資材,E01143
5269,日本コンクリート工業,建設・資材,E01142
5271,トーヨーアサノ,建設・資材,E01165
5273,三谷セキサン,建設・資材,E01169
5279,日本興業,建設・資材,E01200
5282,ジオスター,建設・資材,E01206
5284,ヤマウホールディングス,建設・資材,E01211
5285,ヤマックス,建設・資材,E01212
5287,イトーヨーギョー,建設・資材,E01216
5288,アジアパイルホールディングス,建設・資材,E01222
5301,東海カーボン,建設・資材,E01162
5302,日本カーボン,建設・資材,E01140
5304,ＳＥＣカーボン,建設・資材,E01173
5331,ノリタケ,建設・資材,E01139
5332,ＴＯＴＯ,建設・資材,E01138
5333,日本碍子,建設・資材,E01137
5334,日本特殊陶業,建設・資材,E01136
5337,ダントーホールディングス,建設・資材,E01141
5344,ＭＡＲＵＷＡ,建設・資材,E01210
5351,品川リフラ,建設・資材,E01146
5352,黒崎播磨,建設・資材,E01150
5355,日本坩堝,建設・資材,E01131
5356,美濃窯業,建設・資材,E01180
5357,ヨータイ,建設・資材,E01147
5363,東京窯業,建設・資材,E01149
5367,ニッカトー,建設・資材,E01188
5368,日本インシュレーション,建設・資材,E35497
5381,マイポックス,建設・資材,E01218
5384,フジミインコーポレーテッド,建設・資材,E01207
5386,鶴弥,建設・資材,E01204
5388,クニミネ工業,建設・資材,E01195
5391,エーアンドエーマテリアル,建設・資材,E01163
5393,ニチアス,建設・資材,E01151
5401,日本製鉄,鉄鋼・非鉄,E01225
5406,神戸製鋼所,鉄鋼・非鉄,E01231
5408,中山製鋼所,鉄鋼・非鉄,E01229
5411,ＪＦＥホールディングス,鉄鋼・非鉄,E01264
5423,東京製鐵,鉄鋼・非鉄,E01261
5444,大和工業,鉄鋼・非鉄,E01259
5445,東京鐵鋼,鉄鋼・非鉄,E01292
5446,北越メタル,鉄鋼・非鉄,E01260
5449,大阪製鐵,鉄鋼・非鉄,E01262
5451,ヨドコウ,鉄鋼・非鉄,E01247
5458,高砂鐵工,鉄鋼・非鉄,E01275
5461,中部鋼鈑,鉄鋼・非鉄,E01251
5463,丸一鋼管,鉄鋼・非鉄,E01253
5464,モリ工業,鉄鋼・非鉄,E01315
5471,大同特殊鋼,鉄鋼・非鉄,E01239
5476,日本高周波鋼業,鉄鋼・非鉄,E01240
5482,愛知製鋼,鉄鋼・非鉄,E01234
5484,東北特殊鋼,鉄鋼・非鉄,E01245
5491,日本金属,鉄鋼・非鉄,E01276
5535,ミガロホールディングス,不動産,E38760
5541,大平洋金属,鉄鋼・非鉄,E01254
5542,新報国マテリアル,鉄鋼・非鉄,E01257
5563,新日本電工,鉄鋼・非鉄,E01256
5571,エキサイトホールディングス,情報通信・サービスその他,E34326
5576,オービーシステム,情報通信・サービスその他,E38645
5588,ファーストアカウンティング,情報通信・サービスその他,E38948
5589,オートサーバー,情報通信・サービスその他,E38919
5591,ＡＶＩＬＥＮ,情報通信・サービスその他,E38949
5592,くすりの窓口,情報通信・サービスその他,E38965
